size	Count
143	5
1427	4
1685	16
2586	2
121	2
294	2
549	1
2436	2
1120	1
1218	4
662	4
1684	13
2560	2
2751	1
2733	1
2589	2
1480	3
2930	1
1718	8
3706	1
2519	1
3567	1
3409	1
3632	1
3824	1
2386	2
3156	1
3731	1
3397	1
1751	5
1652	8
2030	1
1813	25
160	1
784	2
3182	1
96	1
400	2
734	3
273	3
1094	1
5211	1
222	3
2705	1
1702	55
296	6
137	4
6138	1
1698	33
1837	1
136	1
1677	2
1671	5
1710	11
1716	4
219	1
1696	109
1695	60
1711	2
1690	23
1681	10
1536	2
1654	6
1688	8
1676	5
1650	5
1639	2
1893	1
3097	1
1495	1
2533	1
3096	1
141	3
1656	10
131	1
1596	3
135	1
1642	6
1647	3
105	1
1482	1
2151	2
3017	1
2614	1
2351	1
2276	1
2220	1
1419	1
3608	1
3974	1
1781	9
3640	1
229	2
2667	1
2861	1
2559	1
2558	1
2557	5
2570	1
1909	1
2656	1
2578	1
2454	1
2580	1
2322	1
2597	1
2556	1
4295	1
2380	1
2653	1
2575	1
1972	1
3882	1
1276	5
2635	1
2626	1
2497	1
2566	1
2455	1
2267	1
1619	1
2714	1
2781	1
3077	1
216	2
2680	1
169	1
1772	21
2388	1
2479	1
2343	1
2419	1
854	3
2097	1
2373	2
2474	1
2346	1
1753	6
2229	1
2428	1
2375	1
2371	1
2368	1
2303	1
1904	1
2003	1
1404	1
116	1
237	2
1759	5
1807	35
1776	7
1815	12
1812	32
1823	1
1769	25
1756	3
1799	15
1811	27
1765	7
1731	2
1755	3
1764	3
1092	1
1207	4
1742	2
1722	1
118	2
1455	1
