size	Count
1725	6
1311	5
4252	4
3025	5
1521	5
992	3
8021	5
9524	1
2136	8
1293	11
3208	7
3758	4
1148	2
2226	8
1847	3
4533	11
8855	1
1342	12
7468	1
3187	6
1773	3
4180	7
2174	27
4116	5
2522	11
2633	3
3409	12
4977	3
1181	4
2242	9
2444	13
2769	5
4261	3
3096	10
4855	1
1597	8
3367	11
3593	4
8015	3
4187	5
3795	2
4015	1
5084	2
5063	1
4197	7
731	1
4146	5
1465	7
2679	5
3009	6
6205	1
2193	6
8038	3
5151	4
2574	3
1800	5
10500	2
1639	12
3112	10
4113	2
2135	16
1340	7
3027	5
3168	6
3530	4
2491	14
1269	9
543	1
1578	9
4159	7
3075	8
3412	10
1394	7
2275	5
1879	3
4296	5
3279	5
2165	20
8175	1
3047	7
7390	2
3066	4
1090	3
2296	9
1897	7
2233	11
1305	12
2983	8
9125	1
2211	6
2276	6
4325	2
2988	5
4168	3
595	1
4744	2
1848	8
2600	4
6858	1
2126	5
3107	12
1332	5
4504	7
3355	5
6086	2
6055	2
3949	3
392	2
3651	7
4704	1
3008	5
3703	10
4473	8
3010	5
2881	48
8406	1
2225	7
3916	5
380	4
7094	1
7400	1
3828	2
2219	12
8337	2
2588	4
7289	1
7375	1
1987	9
2843	5
4954	2
5340	1
1876	5
6669	1
5977	1
5797	1
3266	3
3378	8
3446	61
1364	9
2531	46
2858	9
10049	1
2006	3
332	1
4391	4
623	1
2026	5
8369	125
1544	6
1757	3
3544	1
3171	11
3127	9
3103	8
8799	1
4750	1
2003	3
1412	3
7589	2
7968	3
1441	2
7245	1
6802	1
3013	4
884	1
4161	11
3293	1
3167	4
2462	17
7955	1
2277	11
2411	5
4518	9
2505	7
8567	2
3766	2
6683	2
2205	12
3119	9
7946	1
3661	43
3807	3
7967	4
4173	10
8011	3
3255	3
2186	14
2250	14
1424	4
3432	21
9197	1
1396	5
1376	6
4228	2
3383	7
8027	2
4289	4
2216	7
1640	21
4239	5
1308	5
3165	7
3353	5
2259	12
2436	6
2289	7
7427	7
2125	7
1280	10
1288	9
2215	4
4209	6
1580	10
1875	5
3097	11
4460	5
1608	15
2391	11
7399	1
2866	3
7056	1
5044	2
4602	1
3643	2
1846	6
2000	7
5862	2
2817	3
535	1
9699	1
4046	2
2153	9
5208	1
1569	5
6894	1
4506	14
4085	3
498	1
1478	6
1628	7
1231	3
7268	1
2480	9
2432	3
2875	7
3379	11
1607	13
2433	6
4566	5
4505	12
10379	1
4486	7
1966	8
3753	2
8436	1
6002	2
3635	1
5863	4
3646	5
2376	4
3048	4
5165	1
4310	3
7507	2
4622	1
2264	7
10502	1
4458	4
1993	8
4288	4
1570	2
2380	4
2813	4
3538	2
1508	5
7510	1
7862	2
2285	8
2076	4
7395	2
2453	12
4479	10
1230	5
284	1
956	1
1867	6
4613	2
2682	2
1584	10
2489	10
4012	1
5561	1
3584	5
2722	3
2857	6
1814	5
6047	1
7313	1
11696	1
283	2
8366	33
2362	7
8673	1
4064	4
8276	2
5055	1
1926	3
3479	8
1868	3
3434	31
775	3
2960	8
2020	4
4151	2
1038	3
8048	4
4127	5
1437	7
4199	9
1331	3
3163	3
2365	8
4164	6
4126	4
3080	7
1377	6
2232	10
8036	2
4055	1
2062	5
8018	2
1005	2
7180	1
1420	4
2958	4
4414	2
1243	4
4194	3
3342	6
7311	2
4276	2
6679	1
3476	18
1458	5
352	2
7385	1
1252	3
7928	1
1390	2
2473	16
2260	11
9377	1
7911	2
1740	3
3477	10
4152	7
8071	2
5827	1
2818	3
1534	6
1350	7
2786	3
7757	1
3789	3
3126	4
7646	1
3492	4
8091	2
1708	5
818	3
3134	10
6999	2
3680	9
3480	9
3267	4
3781	4
3773	2
4020	2
1766	4
7603	2
2095	4
2908	8
7775	1
3831	2
3143	13
1366	4
2868	5
8680	1
3852	2
12232	1
4078	2
4165	3
3844	5
6600	1
8152	1
2995	6
4203	4
4448	3
3787	2
7796	2
1471	5
10038	1
2838	6
2213	5
8468	1
7541	4
1351	8
3647	6
873	1
2587	7
2416	5
3632	4
1558	2
2145	8
7244	2
1941	6
3271	6
5227	4
1495	2
6971	3
4231	3
3137	9
3494	1
3656	7
1965	5
993	1
2822	3
5023	1
1991	9
8577	1
13823	1
1319	9
841	3
1457	5
3235	4
4117	5
4285	5
2581	3
3809	2
2965	2
9411	1
7660	2
622	1
7711	1
1573	5
7782	1
2650	5
1659	80
4224	4
3541	3
1334	6
3314	6
5390	3
8319	6
2651	3
5554	3
2159	3
10436	2
2132	11
3292	5
2463	3
3914	2
7568	2
1767	4
1884	6
2636	3
4515	5
2805	8
3173	3
3099	6
4089	2
2120	4
7721	3
3487	5
1250	6
632	1
2474	15
1263	4
4456	4
3761	1
